frame.time_utc,ip.src,tcp.srcport,ip.dst,tcp.dstport,frame.protocols,frame.time_delta,frame.time_relative,frame.time_delta_displayed,frame.len,eth.src.oui,eth.dst.oui,tcp.len,tcp.ack,tcp.analysis.bytes_in_flight,tcp.analysis.ack_rtt,label
"Dec 22, 2023 03:19:42.288089000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003779,23.605026,0.003779,60,3113,7080836,0,2295,0,0,2
"Dec 22, 2023 03:19:42.316575000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.028486,23.633512,0.028486,82,3113,7080836,28,2295,28,0,2
"Dec 22, 2023 03:19:42.316780000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000205,23.633717,0.000205,85,7080836,3113,31,2970,31,0.000205,2
"Dec 22, 2023 03:19:42.320096000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003316,23.637033,0.003316,82,3113,7080836,28,2295,28,0,2
"Dec 22, 2023 03:19:42.320124000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.80E-05,23.637061,2.80E-05,54,7080836,3113,0,2970,0,2.80E-05,2
"Dec 22, 2023 03:19:42.328585000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.008461,23.645522,0.008461,60,3113,7080836,0,2326,0,0.011805,2
"Dec 22, 2023 03:19:42.328839000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000254,23.645776,0.000254,60,3113,7080836,0,2326,0,0,2
"Dec 22, 2023 03:19:42.332243000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003404,23.64918,0.003404,60,3113,7080836,0,2326,0,0,2
"Dec 22, 2023 03:19:42.332382000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000139,23.649319,0.000139,60,3113,7080836,0,2326,0,0,2
"Dec 22, 2023 03:19:42.352099000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.019717,23.669036,0.019717,80,3113,7080836,26,2326,26,0,2
"Dec 22, 2023 03:19:42.352331000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000232,23.669268,0.000232,85,7080836,3113,31,2996,31,0.000232,2
"Dec 22, 2023 03:19:42.356105000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003774,23.673042,0.003774,80,3113,7080836,26,2326,26,0,2
"Dec 22, 2023 03:19:42.356133000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.80E-05,23.67307,2.80E-05,54,7080836,3113,0,2996,0,2.80E-05,2
"Dec 22, 2023 03:19:42.360456000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004323,23.677393,0.004323,60,3113,7080836,0,2357,0,0.008125,2
"Dec 22, 2023 03:19:42.364144000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003688,23.681081,0.003688,60,3113,7080836,0,2357,0,0,2
"Dec 22, 2023 03:19:42.364367000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000223,23.681304,0.000223,60,3113,7080836,0,2357,0,0,2
"Dec 22, 2023 03:19:42.368160000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003793,23.685097,0.003793,60,3113,7080836,0,2357,0,0,2
"Dec 22, 2023 03:19:42.388419000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.020259,23.705356,0.020259,80,3113,7080836,26,2357,26,0,2
"Dec 22, 2023 03:19:42.392319000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.0039,23.709256,0.0039,80,3113,7080836,26,2357,26,0,2
"Dec 22, 2023 03:19:42.392345000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.60E-05,23.709282,2.60E-05,54,7080836,3113,0,3022,0,0.003926,2
"Dec 22, 2023 03:19:42.402100000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp,0.009755,23.719037,0.009755,54,7080836,5797493,0,861,0,0.201313,0
"Dec 22, 2023 03:19:42.415148000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp,0.013048,23.732085,0.013048,54,7080836,84,0,1281,0,0.196418,0
"Dec 22, 2023 03:19:43.379294000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.964146,24.696231,0.964146,66,7080836,84,12,1281,12,0,0
"Dec 22, 2023 03:19:43.380842000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.001548,24.697779,0.001548,64,84,7080836,0,733,0,0.001548,0
"Dec 22, 2023 03:19:43.381289000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000447,24.698226,0.000447,66,7080836,5797493,12,861,12,0,0
"Dec 22, 2023 03:19:43.384253000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.002964,24.70119,0.002964,65,84,7080836,11,733,11,0,0
"Dec 22, 2023 03:19:43.385252000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000999,24.702189,0.000999,66,7080836,84,12,1292,12,0.000999,0
"Dec 22, 2023 03:19:43.385887000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.000635,24.702824,0.000635,87,5797493,7080836,33,493,33,0.004598,0
"Dec 22, 2023 03:19:43.386269000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000382,24.703206,0.000382,66,7080836,5797493,12,894,12,0.000382,0
"Dec 22, 2023 03:19:43.389984000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.003715,24.706921,0.003715,64,5797493,7080836,10,505,10,0.003715,0
"Dec 22, 2023 03:19:43.391614000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.00163,24.708551,0.00163,90,84,7080836,36,745,36,0.006362,0
"Dec 22, 2023 03:19:43.392330000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000716,24.709267,0.000716,66,7080836,84,12,1328,12,0.000716,0
"Dec 22, 2023 03:19:43.399332000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.007002,24.716269,0.007002,71,84,7080836,17,757,17,0.007002,0
"Dec 22, 2023 03:19:43.503394000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.078364,24.820331,0.078364,85,7080836,3113,31,3022,31,0,2
"Dec 22, 2023 03:19:43.512642000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.009248,24.829579,0.009248,60,3113,7080836,0,2388,0,0.009248,2
"Dec 22, 2023 03:19:43.516136000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003494,24.833073,0.003494,60,3113,7080836,0,2388,0,0,2
"Dec 22, 2023 03:19:43.516233000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,9.70E-05,24.83317,9.70E-05,60,3113,7080836,0,2388,0,0,2
"Dec 22, 2023 03:19:43.520338000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004105,24.837275,0.004105,60,3113,7080836,0,2388,0,0,2
"Dec 22, 2023 03:19:43.535985000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.015647,24.852922,0.015647,133,3113,7080836,79,2388,79,0,2
"Dec 22, 2023 03:19:43.536179000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000194,24.853116,0.000194,85,7080836,3113,31,3101,31,0.000194,2
"Dec 22, 2023 03:19:43.540354000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004175,24.857291,0.004175,133,3113,7080836,79,2388,79,0,2
"Dec 22, 2023 03:19:43.540368000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,1.40E-05,24.857305,1.40E-05,54,7080836,3113,0,3101,0,1.40E-05,2
"Dec 22, 2023 03:19:43.545097000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004729,24.862034,0.004729,60,3113,7080836,0,2419,0,0.008918,2
"Dec 22, 2023 03:19:43.548284000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003187,24.865221,0.003187,60,3113,7080836,0,2419,0,0,2
"Dec 22, 2023 03:19:43.548483000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000199,24.86542,0.000199,60,3113,7080836,0,2419,0,0,2
"Dec 22, 2023 03:19:43.552505000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004022,24.869442,0.004022,60,3113,7080836,0,2419,0,0,2
"Dec 22, 2023 03:19:43.576102000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.023597,24.893039,0.023597,82,3113,7080836,28,2419,28,0,2
"Dec 22, 2023 03:19:43.576281000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000179,24.893218,0.000179,85,7080836,3113,31,3129,31,0.000179,2
"Dec 22, 2023 03:19:43.580374000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004093,24.897311,0.004093,82,3113,7080836,28,2419,28,0,2
"Dec 22, 2023 03:19:43.580389000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,1.50E-05,24.897326,1.50E-05,54,7080836,3113,0,3129,0,1.50E-05,2
"Dec 22, 2023 03:19:43.588233000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.007844,24.90517,0.007844,60,3113,7080836,0,2450,0,0.011952,2
"Dec 22, 2023 03:19:43.588397000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000164,24.905334,0.000164,60,3113,7080836,0,2450,0,0,2
"Dec 22, 2023 03:19:43.591106000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp,0.002709,24.908043,0.002709,54,7080836,5797493,0,904,0,0.201122,0
"Dec 22, 2023 03:19:43.592033000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000927,24.90897,0.000927,60,3113,7080836,0,2450,0,0,2
"Dec 22, 2023 03:19:43.592157000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000124,24.909094,0.000124,60,3113,7080836,0,2450,0,0,2
"Dec 22, 2023 03:19:43.599096000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp,0.006939,24.916033,0.006939,54,7080836,84,0,1345,0,0.199764,0
"Dec 22, 2023 03:19:43.616135000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.017039,24.933072,0.017039,80,3113,7080836,26,2450,26,0,2
"Dec 22, 2023 03:19:43.616230000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,9.50E-05,24.933167,9.50E-05,85,7080836,3113,31,3155,31,9.50E-05,2
"Dec 22, 2023 03:19:43.619996000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003766,24.936933,0.003766,80,3113,7080836,26,2450,26,0,2
"Dec 22, 2023 03:19:43.620003000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,7.00E-06,24.93694,7.00E-06,54,7080836,3113,0,3155,0,7.00E-06,2
"Dec 22, 2023 03:19:43.624269000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004266,24.941206,0.004266,60,3113,7080836,0,2481,0,0.008039,2
"Dec 22, 2023 03:19:43.628522000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004253,24.945459,0.004253,60,3113,7080836,0,2481,0,0,2
"Dec 22, 2023 03:19:43.628885000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000363,24.945822,0.000363,60,3113,7080836,0,2481,0,0,2
"Dec 22, 2023 03:19:43.631934000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003049,24.948871,0.003049,60,3113,7080836,0,2481,0,0,2
"Dec 22, 2023 03:19:43.647977000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.016043,24.964914,0.016043,80,3113,7080836,26,2481,26,0,2
"Dec 22, 2023 03:19:43.652011000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004034,24.968948,0.004034,80,3113,7080836,26,2481,26,0,2
"Dec 22, 2023 03:19:43.652021000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,1.00E-05,24.968958,1.00E-05,54,7080836,3113,0,3181,0,0.004044,2
"Dec 22, 2023 03:19:44.565236000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.74873,25.882173,0.74873,66,7080836,84,12,1345,12,0,0
"Dec 22, 2023 03:19:44.565236000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0,25.882173,0,66,7080836,5797493,12,904,12,0,0
"Dec 22, 2023 03:19:44.566143000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.000907,25.88308,0.000907,64,84,7080836,0,769,0,0.000907,0
"Dec 22, 2023 03:19:44.569515000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.003372,25.886452,0.003372,87,5797493,7080836,33,517,33,0.004279,0
"Dec 22, 2023 03:19:44.570306000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000791,25.887243,0.000791,66,7080836,5797493,12,937,12,0.000791,0
"Dec 22, 2023 03:19:44.574273000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.003967,25.89121,0.003967,64,5797493,7080836,10,529,10,0.003967,0
"Dec 22, 2023 03:19:44.575551000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.001278,25.892488,0.001278,65,84,7080836,11,769,11,0,0
"Dec 22, 2023 03:19:44.576280000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000729,25.893217,0.000729,66,7080836,84,12,1356,12,0.000729,0
"Dec 22, 2023 03:19:44.581134000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.004854,25.898071,0.004854,90,84,7080836,36,781,36,0.004854,0
"Dec 22, 2023 03:19:44.582217000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.001083,25.899154,0.001083,66,7080836,84,12,1392,12,0.001083,0
"Dec 22, 2023 03:19:44.594023000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.011806,25.91096,0.011806,71,84,7080836,17,793,17,0.011806,0
"Dec 22, 2023 03:19:44.767292000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.144934,26.084229,0.144934,85,7080836,3113,31,3181,31,0,2
"Dec 22, 2023 03:19:44.775199000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp,0.007907,26.092136,0.007907,54,7080836,5797493,0,947,0,0.200926,0
"Dec 22, 2023 03:19:44.776082000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000883,26.093019,0.000883,60,3113,7080836,0,2512,0,0.00879,2
"Dec 22, 2023 03:19:44.780303000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004221,26.09724,0.004221,60,3113,7080836,0,2512,0,0,2
"Dec 22, 2023 03:19:44.780522000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000219,26.097459,0.000219,60,3113,7080836,0,2512,0,0,2
"Dec 22, 2023 03:19:44.783798000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003276,26.100735,0.003276,60,3113,7080836,0,2512,0,0,2
"Dec 22, 2023 03:19:44.795240000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp,0.011442,26.112177,0.011442,54,7080836,84,0,1409,0,0.201217,0
"Dec 22, 2023 03:19:44.808184000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.012944,26.125121,0.012944,133,3113,7080836,79,2512,79,0,2
"Dec 22, 2023 03:19:44.808345000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000161,26.125282,0.000161,85,7080836,3113,31,3260,31,0.000161,2
"Dec 22, 2023 03:19:44.812295000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.00395,26.129232,0.00395,133,3113,7080836,79,2512,79,0,2
"Dec 22, 2023 03:19:44.812314000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,1.90E-05,26.129251,1.90E-05,54,7080836,3113,0,3260,0,1.90E-05,2
"Dec 22, 2023 03:19:44.817239000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004925,26.134176,0.004925,60,3113,7080836,0,2543,0,0.008894,2
"Dec 22, 2023 03:19:44.820687000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003448,26.137624,0.003448,60,3113,7080836,0,2543,0,0,2
"Dec 22, 2023 03:19:44.821052000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000365,26.137989,0.000365,60,3113,7080836,0,2543,0,0,2
"Dec 22, 2023 03:19:44.824330000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003278,26.141267,0.003278,60,3113,7080836,0,2543,0,0,2
"Dec 22, 2023 03:19:44.840057000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.015727,26.156994,0.015727,82,3113,7080836,28,2543,28,0,2
"Dec 22, 2023 03:19:44.840256000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000199,26.157193,0.000199,85,7080836,3113,31,3288,31,0.000199,2
"Dec 22, 2023 03:19:44.844121000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003865,26.161058,0.003865,82,3113,7080836,28,2543,28,0,2
"Dec 22, 2023 03:19:44.844142000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.10E-05,26.161079,2.10E-05,54,7080836,3113,0,3288,0,2.10E-05,2
"Dec 22, 2023 03:19:44.848719000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004577,26.165656,0.004577,60,3113,7080836,0,2574,0,0.008463,2
"Dec 22, 2023 03:19:44.852285000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003566,26.169222,0.003566,60,3113,7080836,0,2574,0,0,2
"Dec 22, 2023 03:19:44.852473000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000188,26.16941,0.000188,60,3113,7080836,0,2574,0,0,2
"Dec 22, 2023 03:19:44.856185000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003712,26.173122,0.003712,60,3113,7080836,0,2574,0,0,2
"Dec 22, 2023 03:19:44.872023000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.015838,26.18896,0.015838,80,3113,7080836,26,2574,26,0,2
"Dec 22, 2023 03:19:44.872226000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000203,26.189163,0.000203,85,7080836,3113,31,3314,31,0.000203,2
"Dec 22, 2023 03:19:44.876429000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004203,26.193366,0.004203,80,3113,7080836,26,2574,26,0,2
"Dec 22, 2023 03:19:44.876449000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.00E-05,26.193386,2.00E-05,54,7080836,3113,0,3314,0,2.00E-05,2
"Dec 22, 2023 03:19:44.880187000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003738,26.197124,0.003738,60,3113,7080836,0,2605,0,0.007961,2
"Dec 22, 2023 03:19:44.884199000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004012,26.201136,0.004012,60,3113,7080836,0,2605,0,0,2
"Dec 22, 2023 03:19:44.884451000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000252,26.201388,0.000252,60,3113,7080836,0,2605,0,0,2
"Dec 22, 2023 03:19:44.887991000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.00354,26.204928,0.00354,60,3113,7080836,0,2605,0,0,2
"Dec 22, 2023 03:19:44.903836000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.015845,26.220773,0.015845,80,3113,7080836,26,2605,26,0,2
"Dec 22, 2023 03:19:44.907899000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004063,26.224836,0.004063,80,3113,7080836,26,2605,26,0,2
"Dec 22, 2023 03:19:44.907918000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,1.90E-05,26.224855,1.90E-05,54,7080836,3113,0,3340,0,0.004082,2
"Dec 22, 2023 03:19:45.749363000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.841445,27.0663,0.841445,66,7080836,84,12,1409,12,0,0
"Dec 22, 2023 03:19:45.750383000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.00102,27.06732,0.00102,66,7080836,5797493,12,947,12,0,0
"Dec 22, 2023 03:19:45.750846000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.000463,27.067783,0.000463,64,84,7080836,0,805,0,0.001483,0
"Dec 22, 2023 03:19:45.754958000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.004112,27.071895,0.004112,87,5797493,7080836,33,541,33,0.004575,0
"Dec 22, 2023 03:19:45.755294000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000336,27.072231,0.000336,66,7080836,5797493,12,980,12,0.000336,0
"Dec 22, 2023 03:19:45.755341000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,4.70E-05,27.072278,4.70E-05,65,84,7080836,11,805,11,0,0
"Dec 22, 2023 03:19:45.756266000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000925,27.073203,0.000925,66,7080836,84,12,1420,12,0.000925,0
"Dec 22, 2023 03:19:45.758946000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.00268,27.075883,0.00268,64,5797493,7080836,10,553,10,0.003652,0
"Dec 22, 2023 03:19:45.761495000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.002549,27.078432,0.002549,64,84,7080836,0,817,0,0.005229,0
"Dec 22, 2023 03:19:45.763305000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.00181,27.080242,0.00181,90,84,7080836,36,817,36,0,0
"Dec 22, 2023 03:19:45.764379000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.001074,27.081316,0.001074,66,7080836,84,12,1456,12,0.001074,0
"Dec 22, 2023 03:19:45.775477000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.011098,27.092414,0.011098,71,84,7080836,17,829,17,0.011098,0
"Dec 22, 2023 03:19:45.960251000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp,0.184774,27.277188,0.184774,54,7080836,5797493,0,990,0,0.201305,0
"Dec 22, 2023 03:19:45.979261000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp,0.01901,27.296198,0.01901,54,7080836,84,0,1473,0,0.203784,0
"Dec 22, 2023 03:19:46.018436000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.039175,27.335373,0.039175,85,7080836,3113,31,3340,31,0,2
"Dec 22, 2023 03:19:46.024575000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.006139,27.341512,0.006139,60,3113,7080836,0,2636,0,0.006139,2
"Dec 22, 2023 03:19:46.028411000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003836,27.345348,0.003836,60,3113,7080836,0,2636,0,0,2
"Dec 22, 2023 03:19:46.028779000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000368,27.345716,0.000368,60,3113,7080836,0,2636,0,0,2
"Dec 22, 2023 03:19:46.032369000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.00359,27.349306,0.00359,60,3113,7080836,0,2636,0,0,2
"Dec 22, 2023 03:19:46.044233000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.011864,27.36117,0.011864,133,3113,7080836,79,2636,79,0,2
"Dec 22, 2023 03:19:46.044382000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000149,27.361319,0.000149,85,7080836,3113,31,3419,31,0.000149,2
"Dec 22, 2023 03:19:46.048150000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003768,27.365087,0.003768,133,3113,7080836,79,2636,79,0,2
"Dec 22, 2023 03:19:46.048174000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.40E-05,27.365111,2.40E-05,54,7080836,3113,0,3419,0,2.40E-05,2
