frame.time_utc,ip.src,tcp.srcport,ip.dst,tcp.dstport,frame.protocols,frame.time_delta,frame.time_relative,frame.time_delta_displayed,frame.len,eth.src.oui,eth.dst.oui,tcp.len,tcp.ack,tcp.analysis.bytes_in_flight,tcp.analysis.ack_rtt,label
"Dec 22, 2023 03:20:33.187360000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000381,74.504297,0.000381,66,7080836,84,12,4016,12,0.000381,0
"Dec 22, 2023 03:20:33.192365000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.005005,74.509302,0.005005,71,84,7080836,17,2269,17,0.005005,0
"Dec 22, 2023 03:20:33.373228000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp,0.180863,74.690165,0.180863,54,7080836,5797493,0,2710,0,0.19109,0
"Dec 22, 2023 03:20:33.386269000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp,0.013041,74.703206,0.013041,54,7080836,84,0,4033,0,0.193904,0
"Dec 22, 2023 03:20:33.672373000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.286104,74.98931,0.286104,85,7080836,3113,31,9382,31,0,2
"Dec 22, 2023 03:20:33.678839000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.006466,74.995776,0.006466,60,3113,7080836,0,7348,0,0.006466,2
"Dec 22, 2023 03:20:33.683086000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004247,75.000023,0.004247,60,3113,7080836,0,7348,0,0,2
"Dec 22, 2023 03:20:33.683375000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000289,75.000312,0.000289,60,3113,7080836,0,7348,0,0,2
"Dec 22, 2023 03:20:33.686716000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003341,75.003653,0.003341,60,3113,7080836,0,7348,0,0,2
"Dec 22, 2023 03:20:33.706906000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.02019,75.023843,0.02019,133,3113,7080836,79,7348,79,0,2
"Dec 22, 2023 03:20:33.707056000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.00015,75.023993,0.00015,85,7080836,3113,31,9461,31,0.00015,2
"Dec 22, 2023 03:20:33.711043000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003987,75.02798,0.003987,133,3113,7080836,79,7348,79,0,2
"Dec 22, 2023 03:20:33.711058000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,1.50E-05,75.027995,1.50E-05,54,7080836,3113,0,9461,0,1.50E-05,2
"Dec 22, 2023 03:20:33.715447000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004389,75.032384,0.004389,60,3113,7080836,0,7379,0,0.008391,2
"Dec 22, 2023 03:20:33.719040000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003593,75.035977,0.003593,60,3113,7080836,0,7379,0,0,2
"Dec 22, 2023 03:20:33.719240000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.0002,75.036177,0.0002,60,3113,7080836,0,7379,0,0,2
"Dec 22, 2023 03:20:33.723334000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004094,75.040271,0.004094,60,3113,7080836,0,7379,0,0,2
"Dec 22, 2023 03:20:33.742950000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.019616,75.059887,0.019616,82,3113,7080836,28,7379,28,0,2
"Dec 22, 2023 03:20:33.743096000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000146,75.060033,0.000146,85,7080836,3113,31,9489,31,0.000146,2
"Dec 22, 2023 03:20:33.747006000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.00391,75.063943,0.00391,82,3113,7080836,28,7379,28,0,2
"Dec 22, 2023 03:20:33.747022000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,1.60E-05,75.063959,1.60E-05,54,7080836,3113,0,9489,0,1.60E-05,2
"Dec 22, 2023 03:20:33.751179000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004157,75.068116,0.004157,60,3113,7080836,0,7410,0,0.008083,2
"Dec 22, 2023 03:20:33.755613000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004434,75.07255,0.004434,60,3113,7080836,0,7410,0,0,2
"Dec 22, 2023 03:20:33.755874000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000261,75.072811,0.000261,60,3113,7080836,0,7410,0,0,2
"Dec 22, 2023 03:20:33.759128000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003254,75.076065,0.003254,60,3113,7080836,0,7410,0,0,2
"Dec 22, 2023 03:20:33.779299000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.020171,75.096236,0.020171,80,3113,7080836,26,7410,26,0,2
"Dec 22, 2023 03:20:33.779525000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000226,75.096462,0.000226,85,7080836,3113,31,9515,31,0.000226,2
"Dec 22, 2023 03:20:33.782663000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003138,75.0996,0.003138,80,3113,7080836,26,7410,26,0,2
"Dec 22, 2023 03:20:33.782689000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.60E-05,75.099626,2.60E-05,54,7080836,3113,0,9515,0,2.60E-05,2
"Dec 22, 2023 03:20:33.787514000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004825,75.104451,0.004825,60,3113,7080836,0,7441,0,0.007989,2
"Dec 22, 2023 03:20:33.790761000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003247,75.107698,0.003247,60,3113,7080836,0,7441,0,0,2
"Dec 22, 2023 03:20:33.791037000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000276,75.107974,0.000276,60,3113,7080836,0,7441,0,0,2
"Dec 22, 2023 03:20:33.795232000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004195,75.112169,0.004195,60,3113,7080836,0,7441,0,0,2
"Dec 22, 2023 03:20:33.810818000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.015586,75.127755,0.015586,80,3113,7080836,26,7441,26,0,2
"Dec 22, 2023 03:20:33.814494000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003676,75.131431,0.003676,80,3113,7080836,26,7441,26,0,2
"Dec 22, 2023 03:20:33.814520000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.60E-05,75.131457,2.60E-05,54,7080836,3113,0,9541,0,0.003702,2
"Dec 22, 2023 03:20:34.358355000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.487768,75.675292,0.487768,66,7080836,84,12,4033,12,0,0
"Dec 22, 2023 03:20:34.359310000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.000955,75.676247,0.000955,64,84,7080836,0,2281,0,0.000955,0
"Dec 22, 2023 03:20:34.362357000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.003047,75.679294,0.003047,66,7080836,5797493,12,2710,12,0,0
"Dec 22, 2023 03:20:34.366961000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.004604,75.683898,0.004604,87,5797493,7080836,33,1525,33,0.004604,0
"Dec 22, 2023 03:20:34.367369000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000408,75.684306,0.000408,66,7080836,5797493,12,2743,12,0.000408,0
"Dec 22, 2023 03:20:34.367770000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.000401,75.684707,0.000401,65,84,7080836,11,2281,11,0,0
"Dec 22, 2023 03:20:34.368329000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000559,75.685266,0.000559,66,7080836,84,12,4044,12,0.000559,0
"Dec 22, 2023 03:20:34.371071000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.002742,75.688008,0.002742,64,5797493,7080836,10,1537,10,0.003702,0
"Dec 22, 2023 03:20:34.373760000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.002689,75.690697,0.002689,90,84,7080836,36,2293,36,0.005431,0
"Dec 22, 2023 03:20:34.374355000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000595,75.691292,0.000595,66,7080836,84,12,4080,12,0.000595,0
"Dec 22, 2023 03:20:34.386098000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.011743,75.703035,0.011743,71,84,7080836,17,2305,17,0.011743,0
"Dec 22, 2023 03:20:34.572275000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp,0.148136,75.889212,0.148136,54,7080836,5797493,0,2753,0,0.201204,0
"Dec 22, 2023 03:20:34.588298000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp,0.016023,75.905235,0.016023,54,7080836,84,0,4097,0,0.2022,0
"Dec 22, 2023 03:20:34.920485000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.299036,76.237422,0.299036,85,7080836,3113,31,9541,31,0,2
"Dec 22, 2023 03:20:34.927606000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.007121,76.244543,0.007121,60,3113,7080836,0,7472,0,0.007121,2
"Dec 22, 2023 03:20:34.931440000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003834,76.248377,0.003834,60,3113,7080836,0,7472,0,0,2
"Dec 22, 2023 03:20:34.931741000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000301,76.248678,0.000301,60,3113,7080836,0,7472,0,0,2
"Dec 22, 2023 03:20:34.934622000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.002881,76.251559,0.002881,60,3113,7080836,0,7472,0,0,2
"Dec 22, 2023 03:20:34.950934000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.016312,76.267871,0.016312,133,3113,7080836,79,7472,79,0,2
"Dec 22, 2023 03:20:34.951167000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000233,76.268104,0.000233,85,7080836,3113,31,9620,31,0.000233,2
"Dec 22, 2023 03:20:34.954856000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003689,76.271793,0.003689,133,3113,7080836,79,7472,79,0,2
"Dec 22, 2023 03:20:34.954878000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.20E-05,76.271815,2.20E-05,54,7080836,3113,0,9620,0,2.20E-05,2
"Dec 22, 2023 03:20:34.959411000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004533,76.276348,0.004533,60,3113,7080836,0,7503,0,0.008244,2
"Dec 22, 2023 03:20:34.963283000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003872,76.28022,0.003872,60,3113,7080836,0,7503,0,0,2
"Dec 22, 2023 03:20:34.963549000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000266,76.280486,0.000266,60,3113,7080836,0,7503,0,0,2
"Dec 22, 2023 03:20:34.967275000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003726,76.284212,0.003726,60,3113,7080836,0,7503,0,0,2
"Dec 22, 2023 03:20:34.990605000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.02333,76.307542,0.02333,82,3113,7080836,28,7503,28,0,2
"Dec 22, 2023 03:20:34.990776000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000171,76.307713,0.000171,85,7080836,3113,31,9648,31,0.000171,2
"Dec 22, 2023 03:20:34.994794000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004018,76.311731,0.004018,82,3113,7080836,28,7503,28,0,2
"Dec 22, 2023 03:20:34.994818000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.40E-05,76.311755,2.40E-05,54,7080836,3113,0,9648,0,2.40E-05,2
"Dec 22, 2023 03:20:34.999272000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004454,76.316209,0.004454,60,3113,7080836,0,7534,0,0.008496,2
"Dec 22, 2023 03:20:35.003351000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004079,76.320288,0.004079,60,3113,7080836,0,7534,0,0,2
"Dec 22, 2023 03:20:35.003649000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000298,76.320586,0.000298,60,3113,7080836,0,7534,0,0,2
"Dec 22, 2023 03:20:35.007066000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003417,76.324003,0.003417,60,3113,7080836,0,7534,0,0,2
"Dec 22, 2023 03:20:35.023280000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.016214,76.340217,0.016214,80,3113,7080836,26,7534,26,0,2
"Dec 22, 2023 03:20:35.023469000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000189,76.340406,0.000189,85,7080836,3113,31,9674,31,0.000189,2
"Dec 22, 2023 03:20:35.026561000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003092,76.343498,0.003092,80,3113,7080836,26,7534,26,0,2
"Dec 22, 2023 03:20:35.026587000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.60E-05,76.343524,2.60E-05,54,7080836,3113,0,9674,0,2.60E-05,2
"Dec 22, 2023 03:20:35.031145000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004558,76.348082,0.004558,60,3113,7080836,0,7565,0,0.007676,2
"Dec 22, 2023 03:20:35.035777000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004632,76.352714,0.004632,60,3113,7080836,0,7565,0,0,2
"Dec 22, 2023 03:20:35.036123000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000346,76.35306,0.000346,60,3113,7080836,0,7565,0,0,2
"Dec 22, 2023 03:20:35.039331000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003208,76.356268,0.003208,60,3113,7080836,0,7565,0,0,2
"Dec 22, 2023 03:20:35.062789000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.023458,76.379726,0.023458,80,3113,7080836,26,7565,26,0,2
"Dec 22, 2023 03:20:35.066793000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004004,76.38373,0.004004,80,3113,7080836,26,7565,26,0,2
"Dec 22, 2023 03:20:35.066815000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.20E-05,76.383752,2.20E-05,54,7080836,3113,0,9700,0,0.004026,2
"Dec 22, 2023 03:20:35.546518000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.479703,76.863455,0.479703,66,7080836,84,12,4097,12,0,0
"Dec 22, 2023 03:20:35.547456000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000938,76.864393,0.000938,66,7080836,5797493,12,2753,12,0,0
"Dec 22, 2023 03:20:35.548408000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.000952,76.865345,0.000952,64,84,7080836,0,2317,0,0.00189,0
"Dec 22, 2023 03:20:35.551744000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.003336,76.868681,0.003336,87,5797493,7080836,33,1549,33,0.004288,0
"Dec 22, 2023 03:20:35.552328000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.000584,76.869265,0.000584,65,84,7080836,11,2317,11,0,0
"Dec 22, 2023 03:20:35.552483000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000155,76.86942,0.000155,66,7080836,5797493,12,2786,12,0.000739,0
"Dec 22, 2023 03:20:35.553467000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000984,76.870404,0.000984,66,7080836,84,12,4108,12,0.001139,0
"Dec 22, 2023 03:20:35.556350000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.002883,76.873287,0.002883,64,5797493,7080836,10,1561,10,0.003867,0
"Dec 22, 2023 03:20:35.558165000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.001815,76.875102,0.001815,90,84,7080836,36,2329,36,0.004698,0
"Dec 22, 2023 03:20:35.558495000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.00033,76.875432,0.00033,66,7080836,84,12,4144,12,0.00033,0
"Dec 22, 2023 03:20:35.561097000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.002602,76.878034,0.002602,64,84,7080836,0,2341,0,0.002602,0
"Dec 22, 2023 03:20:35.565501000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.004404,76.882438,0.004404,71,84,7080836,17,2341,17,0,0
"Dec 22, 2023 03:20:35.757328000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp,0.191827,77.074265,0.191827,54,7080836,5797493,0,2796,0,0.200978,0
"Dec 22, 2023 03:20:35.766338000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp,0.00901,77.083275,0.00901,54,7080836,84,0,4161,0,0.200837,0
"Dec 22, 2023 03:20:36.187647000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.230214,77.504584,0.230214,85,7080836,3113,31,9700,31,0,2
"Dec 22, 2023 03:20:36.195239000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.007592,77.512176,0.007592,60,3113,7080836,0,7596,0,0.007592,2
"Dec 22, 2023 03:20:36.199121000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003882,77.516058,0.003882,60,3113,7080836,0,7596,0,0,2
"Dec 22, 2023 03:20:36.199352000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000231,77.516289,0.000231,60,3113,7080836,0,7596,0,0,2
"Dec 22, 2023 03:20:36.203172000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.00382,77.520109,0.00382,60,3113,7080836,0,7596,0,0,2
"Dec 22, 2023 03:20:36.218770000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.015598,77.535707,0.015598,133,3113,7080836,79,7596,79,0,2
"Dec 22, 2023 03:20:36.219023000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000253,77.53596,0.000253,85,7080836,3113,31,9779,31,0.000253,2
"Dec 22, 2023 03:20:36.222679000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003656,77.539616,0.003656,133,3113,7080836,79,7596,79,0,2
"Dec 22, 2023 03:20:36.222709000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,3.00E-05,77.539646,3.00E-05,54,7080836,3113,0,9779,0,3.00E-05,2
"Dec 22, 2023 03:20:36.227068000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004359,77.544005,0.004359,60,3113,7080836,0,7627,0,0.008045,2
"Dec 22, 2023 03:20:36.230828000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.00376,77.547765,0.00376,60,3113,7080836,0,7627,0,0,2
"Dec 22, 2023 03:20:36.231150000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000322,77.548087,0.000322,60,3113,7080836,0,7627,0,0,2
"Dec 22, 2023 03:20:36.234660000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.00351,77.551597,0.00351,60,3113,7080836,0,7627,0,0,2
"Dec 22, 2023 03:20:36.254964000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.020304,77.571901,0.020304,82,3113,7080836,28,7627,28,0,2
"Dec 22, 2023 03:20:36.255162000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000198,77.572099,0.000198,85,7080836,3113,31,9807,31,0.000198,2
"Dec 22, 2023 03:20:36.258715000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003553,77.575652,0.003553,82,3113,7080836,28,7627,28,0,2
"Dec 22, 2023 03:20:36.258736000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.10E-05,77.575673,2.10E-05,54,7080836,3113,0,9807,0,2.10E-05,2
"Dec 22, 2023 03:20:36.263304000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004568,77.580241,0.004568,60,3113,7080836,0,7658,0,0.008142,2
"Dec 22, 2023 03:20:36.267287000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003983,77.584224,0.003983,60,3113,7080836,0,7658,0,0,2
"Dec 22, 2023 03:20:36.267516000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000229,77.584453,0.000229,60,3113,7080836,0,7658,0,0,2
"Dec 22, 2023 03:20:36.270510000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.002994,77.587447,0.002994,60,3113,7080836,0,7658,0,0,2
"Dec 22, 2023 03:20:36.290952000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.020442,77.607889,0.020442,80,3113,7080836,26,7658,26,0,2
"Dec 22, 2023 03:20:36.291150000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.000198,77.608087,0.000198,85,7080836,3113,31,9833,31,0.000198,2
"Dec 22, 2023 03:20:36.294887000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003737,77.611824,0.003737,80,3113,7080836,26,7658,26,0,2
"Dec 22, 2023 03:20:36.294907000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.00E-05,77.611844,2.00E-05,54,7080836,3113,0,9833,0,2.00E-05,2
"Dec 22, 2023 03:20:36.299294000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004387,77.616231,0.004387,60,3113,7080836,0,7689,0,0.008144,2
"Dec 22, 2023 03:20:36.303296000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004002,77.620233,0.004002,60,3113,7080836,0,7689,0,0,2
"Dec 22, 2023 03:20:36.303432000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.000136,77.620369,0.000136,60,3113,7080836,0,7689,0,0,2
"Dec 22, 2023 03:20:36.307001000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.003569,77.623938,0.003569,60,3113,7080836,0,7689,0,0,2
"Dec 22, 2023 03:20:36.322647000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp:tpkt:cotp:s7comm,0.015646,77.639584,0.015646,80,3113,7080836,26,7689,26,0,2
"Dec 22, 2023 03:20:36.326738000 UTC",192.168.1.3,102,192.168.1.1,18508,eth:ethertype:ip:tcp,0.004091,77.643675,0.004091,80,3113,7080836,26,7689,26,0,2
"Dec 22, 2023 03:20:36.326766000 UTC",192.168.1.1,18508,192.168.1.3,102,eth:ethertype:ip:tcp,2.80E-05,77.643703,2.80E-05,54,7080836,3113,0,9859,0,0.004119,2
"Dec 22, 2023 03:20:36.731526000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.40476,78.048463,0.40476,66,7080836,84,12,4161,12,0,0
"Dec 22, 2023 03:20:36.732416000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp,0.00089,78.049353,0.00089,64,84,7080836,0,2353,0,0.00089,0
"Dec 22, 2023 03:20:36.732534000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000118,78.049471,0.000118,66,7080836,5797493,12,2796,12,0,0
"Dec 22, 2023 03:20:36.736966000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.004432,78.053903,0.004432,87,5797493,7080836,33,1573,33,0.004432,0
"Dec 22, 2023 03:20:36.737476000 UTC",192.168.1.1,18510,192.168.1.5,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.00051,78.054413,0.00051,66,7080836,5797493,12,2829,12,0.00051,0
"Dec 22, 2023 03:20:36.741183000 UTC",192.168.1.5,502,192.168.1.1,18510,eth:ethertype:ip:tcp:mbtcp:modbus,0.003707,78.05812,0.003707,64,5797493,7080836,10,1585,10,0.003707,0
"Dec 22, 2023 03:20:36.741843000 UTC",192.168.1.6,502,192.168.1.1,18509,eth:ethertype:ip:tcp:mbtcp:modbus,0.00066,78.05878,0.00066,65,84,7080836,11,2353,11,0,0
"Dec 22, 2023 03:20:36.742455000 UTC",192.168.1.1,18509,192.168.1.6,502,eth:ethertype:ip:tcp:mbtcp:modbus,0.000612,78.059392,0.000612,66,7080836,84,12,4172,12,0.000612,0
